"importance","n","WBC_DCTL","WBC_DNCTL","WBW_DCTL","WBW_DNCTL","WB_DCTL","WB_DNCTL","WC_DCTL","WC_DNCTL","WW_DCTL","WW_DNCTL"
2.53,61,0.0291030534351145,0,0,0,0,0,0,0,0,0
2.53,280,0,0.133587786259542,0,0,0,0,0,0,0,0
2.53,16,0,0,0.00763358778625954,0,0,0,0,0,0,0
2.53,229,0,0,0,0.10925572519084,0,0,0,0,0,0
2.53,21,0,0,0,0,0.0100190839694656,0,0,0,0,0
2.53,135,0,0,0,0,0,0.0644083969465649,0,0,0,0
2.53,147,0,0,0,0,0,0,0.0701335877862595,0,0,0
2.53,617,0,0,0,0,0,0,0,0.294370229007634,0,0
2.53,426,0,0,0,0,0,0,0,0,0.20324427480916,0
2.53,164,0,0,0,0,0,0,0,0,0,0.0782442748091603
8.11,63,0.0245327102803738,0,0,0,0,0,0,0,0,0
8.11,246,0,0.0957943925233645,0,0,0,0,0,0,0,0
8.11,69,0,0,0.0268691588785047,0,0,0,0,0,0,0
8.11,449,0,0,0,0.174844236760125,0,0,0,0,0,0
8.11,35,0,0,0,0,0.0136292834890966,0,0,0,0,0
8.11,255,0,0,0,0,0,0.0992990654205607,0,0,0,0
8.11,158,0,0,0,0,0,0,0.0615264797507788,0,0,0
8.11,639,0,0,0,0,0,0,0,0.248831775700935,0,0
8.11,462,0,0,0,0,0,0,0,0,0.179906542056075,0
8.11,192,0,0,0,0,0,0,0,0,0,0.0747663551401869
8.6,46,0.0151465261771485,0,0,0,0,0,0,0,0,0
8.6,273,0,0.0898913401382944,0,0,0,0,0,0,0,0
8.6,81,0,0,0.0266710569641093,0,0,0,0,0,0,0
8.6,539,0,0,0,0.177477774119197,0,0,0,0,0,0
8.6,40,0,0,0,0,0.0131708923279552,0,0,0,0,0
8.6,290,0,0,0,0,0,0.0954889693776753,0,0,0,0
8.6,198,0,0,0,0,0,0,0.0651959170233783,0,0,0
8.6,777,0,0,0,0,0,0,0,0.25584458347053,0,0
8.6,584,0,0,0,0,0,0,0,0,0.192295027988146,0
8.6,209,0,0,0,0,0,0,0,0,0,0.068817912413566
15.93,156,0.034113273562213,0,0,0,0,0,0,0,0,0
15.93,700,0,0.153072381368904,0,0,0,0,0,0,0,0
15.93,61,0,0,0.0133391646621474,0,0,0,0,0,0,0
15.93,476,0,0,0,0.104089219330855,0,0,0,0,0,0
15.93,83,0,0,0,0,0.0181500109337415,0,0,0,0,0
15.93,327,0,0,0,0,0,0.0715066695823311,0,0,0,0
15.93,335,0,0,0,0,0,0,0.0732560682265471,0,0,0
15.93,1194,0,0,0,0,0,0,0,0.261097747649246,0,0
15.93,933,0,0,0,0,0,0,0,0,0.204023616881697,0
15.93,308,0,0,0,0,0,0,0,0,0,0.067351847802318
20.17,98,0.0330745865676679,0,0,0,0,0,0,0,0,0
20.17,482,0,0.162672966587918,0,0,0,0,0,0,0,0
20.17,40,0,0,0.0134998312521093,0,0,0,0,0,0,0
20.17,412,0,0,0,0.139048261896726,0,0,0,0,0,0
20.17,41,0,0,0,0,0.0138373270334121,0,0,0,0,0
20.17,234,0,0,0,0,0,0.0789740128248397,0,0,0,0
20.17,172,0,0,0,0,0,0,0.0580492743840702,0,0,0
20.17,742,0,0,0,0,0,0,0,0.250421869726628,0,0
20.17,553,0,0,0,0,0,0,0,0,0.186635167060412,0
20.17,189,0,0,0,0,0,0,0,0,0,0.0637867026662167
23.09,159,0.0223597243706933,0,0,0,0,0,0,0,0,0
23.09,735,0,0.103360990015469,0,0,0,0,0,0,0,0
23.09,182,0,0,0.0255941499085923,0,0,0,0,0,0,0
23.09,1158,0,0,0,0.162846294473351,0,0,0,0,0,0
23.09,101,0,0,0,0,0.0142033469272957,0,0,0,0,0
23.09,653,0,0,0,0,0,0.0918295598368725,0,0,0,0
23.09,456,0,0,0,0,0,0,0.0641260019687808,0,0,0
23.09,1743,0,0,0,0,0,0,0,0.245113204893826,0,0
23.09,1436,0,0,0,0,0,0,0,0,0.201940655322739,0
23.09,488,0,0,0,0,0,0,0,0,0,0.0686260722823794
23.67,125,0.0327739905610907,0,0,0,0,0,0,0,0,0
23.67,531,0,0.139223911903513,0,0,0,0,0,0,0,0
23.67,58,0,0,0.0152071316203461,0,0,0,0,0,0,0
23.67,479,0,0,0,0.1255899318301,0,0,0,0,0,0
23.67,55,0,0,0,0,0.0144205558468799,0,0,0,0,0
23.67,286,0,0,0,0,0,0.0749868904037756,0,0,0,0
23.67,246,0,0,0,0,0,0,0.0644992134242265,0,0,0
23.67,986,0,0,0,0,0,0,0,0.258521237545884,0,0
23.67,771,0,0,0,0,0,0,0,0,0.202149973780808,0
23.67,277,0,0,0,0,0,0,0,0,0,0.072627163083377
30.02,66,0.0220883534136546,0,0,0,0,0,0,0,0,0
30.02,338,0,0.113119143239625,0,0,0,0,0,0,0,0
30.02,89,0,0,0.0297858099062918,0,0,0,0,0,0,0
30.02,613,0,0,0,0.205153949129853,0,0,0,0,0,0
30.02,42,0,0,0,0,0.0140562248995984,0,0,0,0,0
30.02,333,0,0,0,0,0,0.11144578313253,0,0,0,0
30.02,176,0,0,0,0,0,0,0.0589022757697456,0,0,0
30.02,718,0,0,0,0,0,0,0,0.240294511378849,0,0
30.02,427,0,0,0,0,0,0,0,0,0.142904953145917,0
30.02,186,0,0,0,0,0,0,0,0,0,0.0622489959839357
30.75,9,0.0290322580645161,0,0,0,0,0,0,0,0,0
30.75,64,0,0.206451612903226,0,0,0,0,0,0.206451612903226,0,0
30.75,3,0,0,0.00967741935483871,0,0,0,0,0,0,0
30.75,55,0,0,0,0.17741935483871,0,0,0,0,0,0
30.75,8,0,0,0,0,0.0258064516129032,0,0,0,0,0
30.75,34,0,0,0,0,0,0.109677419354839,0,0,0,0
30.75,12,0,0,0,0,0,0,0.0387096774193548,0,0,0
30.75,42,0,0,0,0,0,0,0,0,0.135483870967742,0
30.75,19,0,0,0,0,0,0,0,0,0,0.0612903225806452
34.74,78,0.0346820809248555,0,0,0,0,0,0,0,0,0
34.74,531,0,0.236104935526901,0,0,0,0,0,0,0,0
34.74,37,0,0,0.0164517563361494,0,0,0,0,0,0,0
34.74,363,0,0,0,0.16140506891952,0,0,0,0,0,0
34.74,38,0,0,0,0,0.0168963983992886,0,0,0,0,0
34.74,260,0,0,0,0,0,0.115606936416185,0,0,0,0
34.74,75,0,0,0,0,0,0,0.033348154735438,0,0,0
34.74,472,0,0,0,0,0,0,0,0.20987105380169,0,0
34.74,267,0,0,0,0,0,0,0,0,0.118719430858159,0
34.74,128,0,0,0,0,0,0,0,0,0,0.0569141840818141
41.98,15,0.0189873417721519,0,0,0,0,0,0,0,0,0
41.98,116,0,0.146835443037975,0,0,0,0,0,0,0,0
41.98,31,0,0,0.0392405063291139,0,0,0,0,0,0,0
41.98,197,0,0,0,0.249367088607595,0,0,0,0,0,0
41.98,10,0,0,0,0,0.0126582278481013,0,0,0,0,0
41.98,111,0,0,0,0,0,0.140506329113924,0,0,0,0
41.98,26,0,0,0,0,0,0,0.0329113924050633,0,0,0
41.98,165,0,0,0,0,0,0,0,0.208860759493671,0,0
41.98,63,0,0,0,0,0,0,0,0,0.079746835443038,0
41.98,56,0,0,0,0,0,0,0,0,0,0.0708860759493671
43.39,40,0.0201511335012594,0,0,0,0,0,0,0,0,0
43.39,199,0,0.100251889168766,0,0,0,0,0,0,0,0
43.39,62,0,0,0.0312342569269521,0,0,0,0,0,0,0
43.39,441,0,0,0,0.222166246851385,0,0,0,0,0,0
43.39,33,0,0,0,0,0.016624685138539,0,0,0,0,0
43.39,240,0,0,0,0,0,0.120906801007557,0,0,0,0
43.39,103,0,0,0,0,0,0,0.0518891687657431,0,0,0
43.39,437,0,0,0,0,0,0,0,0.220151133501259,0,0
43.39,289,0,0,0,0,0,0,0,0,0.145591939546599,0
43.39,141,0,0,0,0,0,0,0,0,0,0.0710327455919395
43.65,53,0.0208497246262785,0,0,0,0,0,0,0,0,0
43.65,269,0,0.105822187254131,0,0,0,0,0,0,0,0
43.65,73,0,0,0.0287175452399685,0,0,0,0,0,0,0
43.65,535,0,0,0,0.210464201416208,0,0,0,0,0,0
43.65,40,0,0,0,0,0.01573564122738,0,0,0,0,0
43.65,306,0,0,0,0,0,0.120377655389457,0,0,0,0
43.65,145,0,0,0,0,0,0,0.0570416994492526,0,0,0
43.65,574,0,0,0,0,0,0,0,0.225806451612903,0,0
43.65,383,0,0,0,0,0,0,0,0,0.150668764752164,0
43.65,164,0,0,0,0,0,0,0,0,0,0.0645161290322581
46.55,36,0.0243407707910751,0,0,0,0,0,0,0,0,0
46.55,265,0,0.179175118323191,0,0,0,0,0,0,0,0
46.55,25,0,0,0.0169033130493577,0,0,0,0,0,0,0
46.55,217,0,0,0,0.146720757268425,0,0,0,0,0,0
46.55,24,0,0,0,0,0.0162271805273834,0,0,0,0,0
46.55,149,0,0,0,0,0,0.100743745774172,0,0,0,0
46.55,71,0,0,0,0,0,0,0.0480054090601758,0,0,0
46.55,354,0,0,0,0,0,0,0,0.239350912778905,0,0
46.55,240,0,0,0,0,0,0,0,0,0.162271805273834,0
46.55,98,0,0,0,0,0,0,0,0,0,0.0662609871534821
48.5,12,0.0172413793103448,0,0,0,0,0,0,0,0,0
48.5,86,0,0.123563218390805,0,0,0,0,0,0,0,0
48.5,23,0,0,0.0330459770114943,0,0,0,0,0,0,0
48.5,174,0,0,0,0.25,0,0,0,0,0,0
48.5,8,0,0,0,0,0.0114942528735632,0,0,0,0,0
48.5,80,0,0,0,0,0,0.114942528735632,0,0,0,0
48.5,30,0,0,0,0,0,0,0.0431034482758621,0,0,0
48.5,151,0,0,0,0,0,0,0,0.216954022988506,0,0
48.5,91,0,0,0,0,0,0,0,0,0.130747126436782,0
48.5,41,0,0,0,0,0,0,0,0,0,0.0589080459770115
76.33,74,0.0367976131277971,0,0,0,0,0,0,0,0,0
76.33,371,0,0.184485330681253,0,0,0,0,0,0,0,0
76.33,36,0,0,0.017901541521631,0,0,0,0,0,0,0
76.33,326,0,0,0,0.162108403779214,0,0,0,0,0,0
76.33,45,0,0,0,0,0.0223769269020388,0,0,0,0,0
76.33,187,0,0,0,0,0,0.0929885629040278,0,0,0,0
76.33,93,0,0,0,0,0,0,0.0462456489308802,0,0,0
76.33,430,0,0,0,0,0,0,0,0.213823968175037,0,0
76.33,313,0,0,0,0,0,0,0,0,0.155643958229736,0
76.33,136,0,0,0,0,0,0,0,0,0,0.0676280457483839
